78	0.0	a	Femme mariée virginie sa femme  vigneron propriétaire  prenom femme
79	1.0	a	Garçon  jules leur 3ème fils   prenom homme
80	1.0	a	Garçon olivier  cultivatrice  prenom homme
81	0.0	a	Fille marie  couturière  prenom femme
82	0.0	a	Femme mariée  jean  concierge  prenom homme
83	0.0	a	Femme mariée  maria sa femme   prenom femme
84	1.0	a	Garçon françois  cultivateur  prenom homme
85	0.0	a	Femme mariée marie femme du précédent   prenom femme
86	0.0	a	Femme mariée catherine sa femme   prenom femme
87	0.0	a	Fille  valentine leur fille   prenom femme
88	1.0	a	Garçon françois leur fils   prenom homme
89	0.0	a	Veuve  marie sa servante   prenom femme
90	0.0	a	Fille benoite  cultivateur  prenom femme
91	1.0	a	Garçon  andré leur fils   prenom homme
92	0.0	a	Veuve marguerite   prenom femme
93	0.0	a	Fille adèle  Ouvrière  prenom femme
94	1.0	a	Garçon antoine leur fils   prenom homme
95	0.0	a	Veuve madeleine  rentière  prenom femme
96	0.0	a	Fille  jeanne leur fille  vivant du travail des parents  prenom femme
97	1.0	a	Garçon  benoit   prenom homme
98	0.0	a	Femme mariée rose sa femme   prenom femme
99	1.0	a	Veuf denis  ppre  prenom homme
100	0.0	a	Femme mariée marie sa femme   prenom femme
101	0.0	a	Veuve  louise   prenom femme
102	0.0	a	Fille  anne  cultivateur  prenom femme
103	1.0	a	Homme marié pierre  cultivateur mérayer  prenom homme
104	0.0	a	Fille gabrielle leur fille   prenom femme
105	0.0	a	Fille elisa leur fille   prenom femme
106	1.0	a	Garçon  andré leur fils   prenom homme
107	0.0	a	Femme mariée jeanne sa femme   prenom femme
108	0.0	a	Fille rosalie sa fille   prenom femme
109	1.0	a	Garçon francisque leur fils  avocat  prenom homme
110	0.0	a	Femme mariée jeanne femme   prenom femme
111	1.0	a	Homme marié jean fils   prenom homme
112	1.0	a	Garçon jean fils des préce dts   prenom homme
113	1.0	a	Homme marié françois  laboureur métayer  prenom homme
114	1.0	a	Garçon louis  compagnon  prenom homme
115	1.0	a	Garçon louis   prenom homme
116	1.0	a	Homme marié antoine chef de ménage  cultivateur  prenom homme
117	0.0	a	Femme mariée margueritte   prenom femme
118	1.0	a	Garçon antoine son fils  prop re  prenom homme
119	1.0	a	Homme marié denis leur gendre  menuisier  prenom homme
120	1.0	a	Garçon jean   prenom homme
121	1.0	a	Garçon jean   prenom homme
122	0.0	a	Femme mariée marie   prenom femme
123	1.0	a	Garçon félix leur fils   prenom homme
124	1.0	a	Garçon    
125	1.0	a	Veuf bernard  Rentier  prenom homme
126	0.0	a	Femme mariée anne sa femme   prenom femme
127	1.0	a	Homme marié louise chef de ménage  Voiturier  prenom femme
128	0.0	a	Femme mariée  marguerite sa femme   prenom femme
129	1.0	a	Garçon  eugène  Vivant du travail de ses parents  prenom homme
130	0.0	a	Fille marie pensionnaire   prenom femme
131	0.0	a	Fille émelie  Domestique  prenom femme
132	0.0	a	Femme mariée madeleine sa femme  même profession  prenom femme
133	1.0	a	Garçon louis leur fils   prenom homme
134	0.0	a	Fille elisabeth petite-fille de la précédente  salariée  prenom femme
135	0.0	a	Fille joséphine leur fille   prenom femme
136	0.0	a	Femme mariée  marie sa femme   prenom femme
137	0.0	a	Veuve  marie   prenom femme
138	0.0	a	Veuve    j re  
139	1.0	a	Veuf andré leur fils   prenom homme
140	0.0	a	Femme mariée celine sa femme   prenom femme
141	0.0	a	Fille  marie leur fille ainée   prenom femme
142	0.0	a	Fille marie leur autre fille   prenom femme
143	0.0	a	Fille marie sa fille   prenom femme
144	0.0	a	Femme mariée marguerite sa femme   prenom femme
145	1.0	a	Homme marié jean chef de ménage  cultivateur  prenom homme
146	1.0	a	Garçon joseph  prop re  prenom homme
147	1.0	a	Veuf jean  domestique  prenom homme
148	1.0	a	Garçon jean leur fils   prenom homme
149	1.0	a	Homme marié jacques  notaire  prenom homme
150	1.0	a	Garçon jean fils  cultivateur  prenom homme
151	1.0	a	Garçon louis   prenom homme
152	1.0	a	Garçon victor  apprenti  prenom homme
153	0.0	a	Fille marie  converse  prenom femme
154	1.0	a	Garçon etienne leur fils   prenom homme
155	1.0	a	Garçon auguste son fils   prenom homme
156	1.0	a	Garçon jean leur enfant   prenom homme
157	1.0	a	Homme marié henri son gendre   prenom homme
158	1.0	a	Garçon pierre  cultivateur  prenom homme
159	0.0	a	Fille victoire leur fille   prenom femme
160	0.0	a	Fille adrienne leur fille   prenom femme
161	0.0	a	Fille marie  do que  prenom femme
162	1.0	a	Homme marié     
163	0.0	a	Fille  marie leur fille   prenom femme
164	1.0	a	Garçon jean fils  maçon  prenom homme
165	1.0	a	Homme marié joseph  Journalier  prenom homme
166	0.0	a	Fille eulalie sa femme   prenom femme
167	1.0	a	Veuf  pierre  ppre  prenom homme
168	1.0	a	Garçon michel leur enfant   prenom homme
169	0.0	a	Fille  jeanne  journalière  prenom femme
170	1.0	a	Garçon charles leur fils   prenom homme
171	0.0	a	Femme mariée anne sa femme   prenom femme
172	1.0	a	Homme marié charles chef de ménage  propriétaire  prenom homme
173	0.0	a	Fille louise leur fille   prenom femme
174	1.0	a	Garçon henri domestique   prenom homme
175	1.0	a	Homme marié françois  cultivateur  prenom homme
176	1.0	a	Homme marié  jean  meunuisier  prenom homme
177	1.0	a	Homme marié  alexandre chef de ménage  vigneron  prenom homme
178	1.0	a	Garçon henri leur fils ainé  journalier  prenom homme
179	1.0	a	Homme marié  françois leur gendre  cultivateur  prenom homme
180	1.0	a	Veuf jean chef  j lier  prenom homme
181	0.0	a	Femme mariée fanchette sa femme   prenom femme
182	1.0	a	Garçon philogène leur fils aîné   prenom homme
183	0.0	a	Veuve  elisabeth  Journalière  prenom femme
184	1.0	a	Garçon lucien   prenom homme
185	1.0	a	Garçon françois fils   prenom homme
186	1.0	a	Homme marié mathurin  laboureur  prenom homme
187	1.0	a	Homme marié hippolyte ch. de m.  maréchal  prenom homme
188	1.0	a	Garçon françois  cultivateur  prenom homme
189	0.0	a	Fille marianne  aide ménagère  prenom femme
190	1.0	a	Homme marié louis chef de m ge  prop re  prenom homme
191	1.0	a	Garçon pierre  propriétaire cultivateur  prenom homme
192	1.0	a	Garçon rené domestique   prenom homme
193	0.0	a	Femme mariée marie  s.p  prenom femme
194	1.0	a	Veuf louis  rentier  prenom homme
195	1.0	a	Homme marié pierre  cordonnier chef  prenom homme
196	0.0	a	Fille  claudine  journalière  prenom femme
197	0.0	a	Fille céline leur fille   prenom femme
198	1.0	a	Garçon jacques son fils  cultiv  prenom homme
199	0.0	a	Fille virginie fille   prenom femme
200	0.0	a	Femme mariée anne  son épouse  prenom femme
201	0.0	a	Fille jeanne salariée   prenom femme
202	1.0	a	Veuf matthieu  cult  prenom homme
203	0.0	a	Fille célina la fille  Ouvrière vivant de son travail  prenom femme
204	0.0	a	Femme mariée  jeanne sa femme   prenom femme
205	1.0	a	Homme marié antoine chef de ménage  cultivateur  prenom homme
206	0.0	a	Veuve sophie chef de ménage  aubergiste  prenom femme
207	1.0	a	Homme marié nicolas  tisserand  prenom homme
208	1.0	a	Homme marié maximilien  Cultivateur - propriétaire  prenom homme
209	1.0	a	Garçon  ferdinand fils de ces derniers   prenom homme
210	0.0	a	Veuve sophie  s.p  prenom femme
211	0.0	a	Fille françoise sa fille   prenom femme
212	1.0	a	Garçon jacques son fils ainé   prenom homme
213	0.0	a	Fille juliette fille du chef   prenom femme
214	0.0	a	Fille jeanne leur sœur et belle sœur   prenom femme
215	1.0	a	Garçon joseph leur fils   prenom homme
216	1.0	a	Garçon  albert  élève en pharmacie  prenom homme
217	1.0	a	Garçon pierre domestique des précédents   prenom homme
218	0.0	a	Fille madeleine leur fille   prenom femme
219	0.0	a	Fille marguerite   prenom femme
220	1.0	a	Homme marié odile chef de ménage  Cultivateur  prenom femme
221	0.0	a	Fille henriette leur fille   prenom femme
222	1.0	a	Garçon joseph leur fils   prenom homme
223	0.0	a	Femme mariée  marie sa femme   prenom femme
224	0.0	a	Fille marie   prenom femme
225	1.0	a	Garçon eugène leur fils   prenom homme
226	0.0	a	Fille félicité leur fille   prenom femme
227	0.0	a	Femme mariée marie sa femme   prenom femme
228	1.0	a	Garçon justin domestique   prenom homme
229	0.0	a	Fille marie filles   prenom femme
230	1.0	a	Homme marié  jean  fournier - boulanger  prenom homme
231	1.0	a	Homme marié jacob  Boucher  prenom homme
232	0.0	a	Fille marie   prenom femme
233	1.0	a	Garçon edouard fils   prenom homme
234	0.0	a	Fille eugénie domestique   prenom femme
235	0.0	a	Fille bélonie la fille   prenom femme
236	1.0	a	Garçon  marcel leur fils   prenom homme
237	0.0	a	Femme mariée anne sa femme   prenom femme
238	1.0	a	Garçon claude son fils   prenom homme
239	0.0	a	Femme mariée marie sa femme   prenom femme
240	1.0	a	Homme marié gabriel chef  tisserand  prenom homme
241	1.0	a	Garçon  jean son fils   prenom homme
242	0.0	a	Femme mariée marie sa femme   prenom femme
243	1.0	a	Homme marié joseph  ex gendarme  prenom homme
244	0.0	a	Femme mariée anne sa femme   prenom femme
245	1.0	a	Garçon andré leur fils   prenom homme
246	0.0	a	Fille  angèle Leur fille   prenom femme
247	1.0	a	Garçon  antoine   prenom homme
248	0.0	a	Fille adéle sa soeur   prenom femme
249	0.0	a	Veuve modeste chef de ménage  journalier  prenom femme
250	1.0	a	Homme marié alexandre chef de ménage  cultivateur  prenom homme
251	0.0	a	Fille marie fille   prenom femme
252	0.0	a	Veuve rose  lingère  prenom femme
253	1.0	a	Garçon jean leur fils   prenom homme
254	1.0	a	Homme marié eugène  employé  prenom homme
255	1.0	a	Garçon charles   prenom homme
256	0.0	a	Fille angélique leur fille   prenom femme
257	1.0	a	Garçon louis SON FILS   prenom homme
258	0.0	a	Femme mariée françoise sa femme   prenom femme
259	0.0	a	Femme mariée marie sa femme   prenom femme
260	1.0	a	Homme marié jean chef de ménage  cultivateur  prenom homme
261	0.0	a	Fille marie   prenom femme
262	1.0	a	Garçon jean   prenom homme
263	0.0	a	Fille victoire   prenom femme
264	1.0	a	Garçon jean leur fils   prenom homme
265	1.0	a	Garçon claude frère du chef de ménage  cultiv  prenom homme
266	0.0	a	Fille marie  fermière  prenom femme
267	1.0	a	Garçon jean   prenom homme
268	1.0	a	Garçon henri  ouvrier charpentier  prenom homme
269	1.0	a	Garçon michel  cultivateur  prenom homme
270	0.0	a	Veuve lucie sa belle mère   prenom femme
271	0.0	a	Femme mariée marie sa femme   prenom femme
272	1.0	a	Garçon eugène son fils   prenom homme
273	1.0	a	Homme marié louis chef de ménage  cult  prenom homme
274	0.0	a	Fille rose  journalière  prenom femme
275	1.0	a	Garçon pierre  maçon  prenom homme
276	0.0	a	Fille  constance servante   prenom femme
277	1.0	a	Garçon eugène leur fils   prenom homme
278	1.0	a	Homme marié andré  cultivateur  prenom homme
279	0.0	a	Femme mariée marie  cutlv  prenom femme
280	0.0	a	Fille marie   prenom femme
281	0.0	a	Veuve jeanne  couturière  prenom femme
282	1.0	a	Homme marié jean chef de m  ménager  prenom homme
283	0.0	a	Fille marie fille   prenom femme
284	1.0	a	Garçon jean fils du 1er mariage de la précédente  cultivateur  prenom homme
285	0.0	a	Femme mariée julienne Sa femme   prenom femme
286	0.0	a	Femme mariée magne sa femme   
287	0.0	a	Fille catherine  couturière  prenom femme
288	0.0	a	Femme mariée  elisabeth sa femme   prenom femme
289	1.0	a	Homme marié  pierre chef de ménage  cult  prenom homme
290	0.0	a	Fille marie   prenom femme
291	0.0	a	Femme mariée marie sa femme   prenom femme
292	1.0	a	Garçon firmin   prenom homme
293	0.0	a	Femme mariée marie   prenom femme
294	0.0	a	Femme mariée marie sa femme   prenom femme
295	1.0	a	Homme marié françois  cultivateur  prenom homme
296	1.0	a	Homme marié  laurent  menuisier  prenom homme
297	0.0	a	Femme mariée marie sa femme   prenom femme
298	0.0	a	Veuve victorine  journalière  prenom femme
299	0.0	a	Fille  marie sa fille   prenom femme
300	0.0	a	Femme mariée adèle sa femme   prenom femme
301	0.0	a	Fille  marie sa petite fille   prenom femme
302	0.0	a	Veuve  marie  rentière  prenom femme
303	1.0	a	Homme marié thomas  journalier  prenom homme
304	1.0	a	Homme marié  jacques  vigneron  prenom homme
305	0.0	a	Fille catherine fille de la précéd  cultivatrice  prenom femme
306	1.0	a	Veuf  louis chef de ménage  tisserand  prenom homme
307	0.0	a	Fille eugénie leur fille   prenom femme
308	1.0	a	Homme marié  jean chef de m  fermier  prenom homme
309	0.0	a	Femme mariée  berthe  domestique  prenom femme
310	0.0	a	Femme mariée  marie sa fe   prenom femme
311	1.0	a	Homme marié jean  cultivateur  prenom homme
312	1.0	a	Homme marié  gilbert  Colon vigneron  prenom homme
313	0.0	a	Fille marguerite sa fille   prenom femme
314	0.0	a	Femme mariée joséphine Sa femme   prenom femme
315	1.0	a	Garçon  antoine   prenom homme
316	1.0	a	Garçon  jean chef  cultiv r  prenom homme
317	0.0	a	Femme mariée rose sa femme   prenom femme
318	1.0	a	Homme marié simon  docteur médecin  prenom homme
319	1.0	a	Garçon  jean leur fils   prenom homme
320	0.0	a	Fille marie   prenom femme
321	0.0	a	Fille  marie fille   prenom femme
322	1.0	a	Garçon jean leur fils   prenom homme
323	1.0	a	Homme marié léonard  tuilier - fermier  prenom homme
324	1.0	a	Garçon georges  s.p  prenom homme
325	0.0	a	Fille jeanne   prenom femme
326	0.0	a	Femme mariée marie sa femme   prenom femme
327	0.0	a	Fille joséphine petite fille du chef   prenom femme
328	0.0	a	Fille elizabeth  s.p  prenom femme
329	0.0	a	Fille adeline leur fille   prenom femme
330	0.0	a	Fille  gabrielle   prenom femme
331	0.0	a	Fille catherine   prenom femme
332	1.0	a	Homme marié jacques chef de ménage  journal er  prenom homme
333	0.0	a	Femme mariée jeanne sa femme   prenom femme
334	0.0	a	Femme mariée marie sa femme   prenom femme
335	1.0	a	Homme marié louis  Instituteur  prenom homme
336	1.0	a	Garçon blaise enfant naturel   prenom homme
337	1.0	a	Garçon alfred son fils   prenom homme
338	0.0	a	Fille marie fille de François  cultivateur  prenom femme
339	1.0	a	Garçon françois leur fils 3e   prenom homme
340	1.0	a	Garçon auguste  journalier  prenom homme
341	0.0	a	Fille léontine leur fille   prenom femme
342	1.0	a	Garçon georges  domestique  prenom homme
343	0.0	a	Veuve  madeleine  rentière  prenom femme
344	1.0	a	Garçon  louis leur fils   prenom homme
345	0.0	a	Fille marie leur fille   prenom femme
346	1.0	a	Homme marié pierre   prenom homme
347	1.0	a	Homme marié mathieu père  prop re cult eur  prenom homme
348	1.0	a	Garçon françois  gd vicaire  prenom homme
349	1.0	a	Garçon claude fils   prenom homme
350	1.0	a	Homme marié jean chef de ménage  tisserand  prenom homme
351	0.0	a	Fille françoise leur fille   prenom femme
352	0.0	a	Femme mariée louise femme   prenom femme
353	1.0	a	Garçon  alfred fils   prenom homme
354	0.0	a	Fille  arsène sa sœur  journalière  prenom homme
355	1.0	a	Garçon adolbert leur fils   
356	1.0	a	Garçon antoine  domestique  prenom homme
357	0.0	a	Fille joséphine leur fille   prenom femme
358	0.0	a	Fille  adèle leur fille   prenom femme
359	1.0	a	Garçon jean   prenom homme
360	0.0	a	Veuve marie  s.p  prenom femme
361	0.0	a	Fille maire pensionnaire   prenom femme
362	1.0	a	Garçon  eugène leur fils   prenom homme
363	1.0	a	Garçon  jean leur fils   prenom homme
364	0.0	a	Femme mariée françoise sa femme   prenom femme
365	0.0	a	Fille  augustine sa fille   prenom femme
366	1.0	a	Homme marié patrice  marchand  prenom homme
367	1.0	a	Garçon curé   
368	1.0	a	Homme marié valentin  Journalier  prenom homme
369	0.0	a	Femme mariée marie sa femme   prenom femme
370	1.0	a	Garçon pierre fils des précéd ts   prenom homme
371	1.0	a	Garçon taurin  cultivateur  prenom homme
372	0.0	a	Femme mariée marie  journalière  prenom femme
373	0.0	a	Femme mariée françoise  cultivateur  prenom femme
374	1.0	a	Homme marié pierre  propriétaire et métayer  prenom homme
375	0.0	a	Femme mariée  sophie sa femme   prenom femme
376	1.0	a	Garçon victor  agent d'affaires  prenom homme
377	1.0	a	Veuf etienne chef de ménage  sans profession  prenom homme
378	1.0	a	Garçon  camille leur fils   prenom homme
379	0.0	a	Fille elisatbeth Supérieure et chef de ménage du fils de sa fille   
380	0.0	a	Femme mariée  victorine sa femme   prenom femme
381	1.0	a	Homme marié charles chef de ménage  cultivateur  prenom homme
382	1.0	a	Garçon léon fils du chef   prenom homme
383	0.0	a	Fille marie leur fille   prenom femme
384	1.0	a	Homme marié augustin  bonnetier  prenom homme
385	0.0	a	Femme mariée olisinne Sa femme   
386	1.0	a	Garçon jean  cultivateur  prenom homme
387	1.0	a	Garçon pierre fils de Rose  cult  prenom homme
388	1.0	a	Garçon  gaston le fils   prenom homme
389	1.0	a	Garçon jean   prenom homme
390	1.0	a	Homme marié pierre chef de ménage  journalier  prenom homme
391	0.0	a	Veuve  marie  propr vivant de ses revenus  prenom femme
392	1.0	a	Homme marié  louis  propriétaire  prenom homme
393	1.0	a	Homme marié pierre chef de ménage  cultivateur  prenom homme
394	0.0	a	Fille jeanne leur fille   prenom femme
395	0.0	a	Femme mariée  anne sa femme   prenom femme
396	1.0	a	Homme marié jean chef de ménage  cult fermière  prenom homme
397	0.0	a	Femme mariée  rosalie sa femme   prenom femme
398	0.0	a	Femme mariée  céleste sa femme   prenom femme
399	0.0	a	Fille  joséphine leur fille   prenom femme
400	1.0	a	Garçon raphin domestique   
401	1.0	a	Homme marié pierre leur gendre  cultivateur  prenom homme
402	0.0	a	Fille marie sa fille  sans profession  prenom femme
403	0.0	a	Femme mariée françoise femme du précédent  cu trice  prenom femme
404	0.0	a	Femme mariée antoinette sa femme   prenom femme
405	1.0	a	Homme marié pierre  journalier  prenom homme
406	0.0	a	Fille anne leur fille   prenom femme
407	1.0	a	Garçon prudent leur autre fils  vivant du travail de ses parents  prenom homme
408	1.0	a	Homme marié jean  jardinier  prenom homme
409	1.0	a	Garçon  julien  Facteur  prenom homme
410	1.0	a	Homme marié jean  cult r  prenom homme
411	1.0	a	Garçon  jean fils   prenom homme
412	1.0	a	Garçon corentin   prenom homme
413	1.0	a	Homme marié  baptiste chef de ménage  cultivateur  prenom homme
414	1.0	a	Garçon antoine son fils   prenom homme
415	0.0	a	Fille lucie leur fille   prenom femme
416	1.0	a	Garçon françois Autre fuls   prenom homme
417	1.0	a	Homme marié annet   prenom homme
418	0.0	a	Fille marie  domestique  prenom femme
419	0.0	a	Femme mariée marie sa femme   prenom femme
420	1.0	a	Homme marié pierre  cultivateur  prenom homme
421	0.0	a	Fille annette mère   prenom femme
422	0.0	a	Fille alexandrine sa fille   prenom femme
423	1.0	a	Garçon jean leur fils   prenom homme
424	1.0	a	Homme marié christophe  aubergiste  prenom homme
425	1.0	a	Homme marié  jean  Cultivateur colon  prenom homme
426	0.0	a	Fille marie   prenom femme
427	0.0	a	Fille jeanne  s.p  prenom femme
428	0.0	a	Femme mariée anne sa femme   prenom femme
429	0.0	a	Femme mariée augustine sa femme   prenom femme
430	1.0	a	Garçon henri  ouvrier maréchal  prenom homme
431	1.0	a	Homme marié claude  m de dentelles  prenom homme
432	0.0	a	Fille alexandrine sa fille   prenom femme
433	0.0	a	Fille  maire sa fille   prenom femme
434	0.0	a	Fille marie  religieuse  prenom femme
435	0.0	a	Fille marie fille   prenom femme
436	1.0	a	Garçon augustin leur fils   prenom homme
437	1.0	a	Homme marié  jean chef de ménage  cult  prenom homme
438	0.0	a	Fille  marie  Me de légume  prenom femme
439	0.0	a	Femme mariée louise sa femme   prenom femme
440	1.0	a	Homme marié constant  m bourrelier  prenom homme
441	0.0	a	Femme mariée céleste sa femme   prenom femme
442	0.0	a	Femme mariée marie sa femme   prenom femme
443	1.0	a	Homme marié augustine  meunier  prenom femme
444	0.0	a	Femme mariée marie sa femme   prenom femme
445	0.0	a	Veuve marie   prenom femme
446	1.0	a	Homme marié claude  prop re  prenom homme
447	1.0	a	Homme marié jean chef  cultu  prenom homme
448	1.0	a	Homme marié pierre  gendre du précédent  prenom homme
449	0.0	a	Fille amelsie  prpp re  
450	1.0	a	Homme marié vicaire  ^rop re maréchal ferrant  
451	0.0	a	Fille antoinette fille   prenom femme
452	0.0	a	Femme mariée françoise sa femme   prenom femme
453	1.0	a	Homme marié  yves  tysserand  prenom homme
454	0.0	a	Fille marie leur fille   prenom femme
455	0.0	a	Fille josephe domestique   prenom femme
456	1.0	a	Homme marié gilbert   prenom homme
457	1.0	a	Homme marié jean  cabaretier  prenom homme
458	1.0	a	Garçon eugène leur fils   prenom homme
459	1.0	a	Garçon françois leur fils   prenom homme
460	1.0	a	Homme marié louis  borelier  prenom homme
461	0.0	a	Femme mariée marie sa femme   prenom femme
462	1.0	a	Garçon adolphe leur fils   prenom homme
463	0.0	a	Femme mariée  marie sa femme   prenom femme
464	1.0	a	Homme marié  jean frère du chef de ménage  cultivateur  prenom homme
465	0.0	a	Femme mariée anne sa femme   prenom femme
466	0.0	a	Femme mariée marie sa femme   prenom femme
467	0.0	a	Fille anne  converse  prenom femme
468	0.0	a	Fille  marie leur fille   prenom femme
469	0.0	a	Fille  marie  domestique  prenom femme
470	1.0	a	Homme marié annet chef de ménage   prenom homme
471	1.0	a	Homme marié charles chef de ménage  aubergiste  prenom homme
472	0.0	a	Femme mariée louise sa femme   prenom femme
473	1.0	a	Homme marié jean leur gendre   prenom homme
474	1.0	a	Garçon alexandre  Professeur  prenom homme
475	1.0	a	Garçon jean chef de ménage  cultiv  prenom homme
476	0.0	a	Fille marie leur fille   prenom femme
477	0.0	a	Femme mariée fleurie sa femme   prenom femme
478	0.0	a	Femme mariée  aurélie sa femme   prenom femme
479	1.0	a	Garçon  philippe leur fils   prenom homme
480	1.0	a	Homme marié jean  vitrier plâtrerier  prenom homme
481	0.0	a	Femme mariée joséphine femme   prenom femme
482	0.0	a	Femme mariée  marie sa femme   prenom femme
483	1.0	a	Garçon  léon son fils   prenom homme
484	1.0	a	Homme marié  gilbert journalier chef de menage   prenom homme
485	0.0	a	Femme mariée marie sa femme   prenom femme
486	0.0	a	Fille marie   prenom femme
487	0.0	a	Fille  celline leur fille   
488	0.0	a	Fille marie fille du précédent   prenom femme
489	1.0	a	Homme marié nazaire  tisserand  prenom homme
490	0.0	a	Fille marie leur fille   prenom femme
491	1.0	a	Homme marié martial  propriétaire  prenom homme
492	1.0	a	Homme marié  victor  Vins  prenom homme
493	0.0	a	Fille  marie sa fille cadette   prenom femme
494	1.0	a	Garçon  pierre   prenom homme
495	1.0	a	Garçon  damase leur fils   prenom homme
496	1.0	a	Homme marié antoine chef de ménage  propriétaire  prenom homme
497	0.0	a	Femme mariée  marie  Journalier  prenom femme
498	0.0	a	Femme mariée michelle sa f e   prenom femme
499	1.0	a	Homme marié marius  jardinier  prenom homme
500	1.0	a	Garçon louis  marin  prenom homme
501	1.0	a	Homme marié  jules  Préfet  prenom homme
502	0.0	a	Fille  louise servante dans cette maison   prenom femme
503	0.0	a	Femme mariée marie sa femme   prenom femme
504	1.0	a	Garçon jules Leur fils   prenom homme
505	0.0	a	Femme mariée marie  sans profession  prenom femme
506	1.0	a	Garçon georges son fils   prenom homme
507	0.0	a	Femme mariée marie   prenom femme
508	1.0	a	Garçon jean   prenom homme
509	1.0	a	Garçon  louis domestique   prenom homme
510	1.0	a	Veuf louis  Vigneron  prenom homme
511	1.0	a	Homme marié jean son fils  roulier  prenom homme
512	0.0	a	Femme mariée victoire sa femme   prenom femme
513	0.0	a	Fille virginie domestique   prenom femme
514	1.0	a	Homme marié pierre  cul r  prenom homme
